OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,USGS-351200109251201,A-21-28 19CCC,Well,,15020007,,,,,35.20002406000000,-109.4206607000000,24000,1,seconds,Interpolated from MAP.,NAD83,5765.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,80.0,ft,80.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351204109232503,A-21-28 20DCA,Well,,15020007,,,,,35.20113548000000,-109.3909370000000,24000,1,seconds,Interpolated from MAP.,NAD83,5775.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1964,180,ft,180,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351207112283701,B-21-02 14BCC1,Well,,15060201,,,,,35.20195650000000,-112.4776779000000,24000,1,seconds,Interpolated from MAP.,NAD83,5110.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Tapeats Sandstone,Unconfined single aquifer,19740828,1700,ft,1700,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351212109224201,A-21-28 21CAD,Well,,15020007,,,,,35.20335780000000,-109.3789919000000,24000,1,seconds,Interpolated from MAP.,NAD83,5790.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,,340,ft,340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351224109202401,A-21-28 23AAC,Well,,15020007,,,,,35.20669150000000,-109.3406566000000,24000,1,seconds,Interpolated from MAP.,NAD83,5820.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,175,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351229109195101,A-21-28 24BBC,Well,,15020007,,,,,35.20808047000000,-109.3314894000000,24000,5,seconds,Interpolated from MAP.,NAD83,5830.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,19670625,256,ft,256,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351241109193101,A-21-28 13CDC,Well,,15020007,,,,,35.21141380000000,-109.3259336000000,24000,1,seconds,Interpolated from MAP.,NAD83,5842.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,111,ft,111,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351253109201401,A-21-28 14DCA,Well,,15020007,,,,,35.21474698000000,-109.3378786000000,24000,5,seconds,Interpolated from MAP.,NAD83,5850.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,19741102,230,ft,230,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351254109194501,A-21-28 13CBC,Well,,15020007,,,,,35.21502484000000,-109.3298226000000,24000,1,seconds,Interpolated from MAP.,NAD83,5820.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19690101,160,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351258109200101,A-21-28 14DAD,Well,,15020007,,,,,35.21613589000000,-109.3342673000000,24000,1,seconds,Interpolated from MAP.,NAD83,5860.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,,130,ft,130,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351302109195901,A-21-28 14DAA1,Well,,15020007,,,,,35.21724699000000,-109.3337117000000,24000,1,seconds,Interpolated from MAP.,NAD83,5870.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,145,ft,155,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351313109385401,17 139-08.38X02.07,Well,,15020007,,,,,35.22029900000000,-109.6490029000000,24000,1,minutes,Interpolated from MAP.,NAD83,5840.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19670730,110,ft,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351414109492701,17 140-04.20X00.90,Well,,15020009,,,,,35.23724119000000,-109.8248405000000,24000,1,minutes,Interpolated from MAP.,NAD83,5575.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19550719,28,ft,28,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351420109181401,A-21-29 07ABB,Well,,15020007,,,,,35.23891370000000,-109.3045434000000,24000,5,seconds,Interpolated from MAP.,NAD83,5940.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,1963,272,ft,272,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351425109192001,18 138-04.10X00.65,Well,,15020007,,,,,35.24030236000000,-109.3228777000000,24000,1,minutes,Interpolated from MAP.,NAD83,6080.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined multiple aquifer,19551031,429,ft,429,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351439109090401,18 137-08.60X00.39,Well,,15020006,,,,,35.24419207000000,-109.1517594000000,24000,1,seconds,Interpolated from MAP.,NAD83,6329.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,Unconfined single aquifer,19350510,314,ft,314,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351503109175101,18 125-02.70X17.20,Well,,15020007,,,,,35.25085805000000,-109.2981540000000,24000,10,seconds,Interpolated from MAP.,NAD83,5960.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,,130,ft,130,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351506109461401,17 127-01.17X17.20,Well,,15020009,,,,,35.25168584000000,-109.7712287000000,24000,5,seconds,Interpolated from MAP.,NAD83,5625.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,194209,115,ft,115,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351536109214801,18 125-06.45X16.59,Well,,15020007,,,,,35.26002380000000,-109.3639909000000,24000,1,seconds,Interpolated from MAP.,NAD83,6230.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,,19541122,748,ft,748,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351552112572901,B-22-07W25ADD,Well,,15060201,,,,,35.26417409000000,-112.9585183000000,24000,10,seconds,Interpolated from MAP.,NAD83,5076.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,255,ft,255,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351607109140601,18 124-13.34X16.06,Well,,15020006,,,,,35.26863600000000,-109.2356510000000,24000,1,seconds,Interpolated from MAP.,NAD83,5980.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19420127,350,ft,350,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351639109125801,18 124-12.25X15.43,Well,,15020006,,,,,35.27752477000000,-109.2167616000000,24000,1,seconds,Interpolated from MAP.,NAD83,6020.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,Unconfined single aquifer,,380,ft,380,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351646109091801,18 124-08.80X15.30,Well,,15020006,,,,,35.27946924000000,-109.1556486000000,24000,1,minutes,Interpolated from MAP.,NAD83,6020.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19380721,95,ft,95,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351654109125201,BLACK CREEK @ I40,Stream,,15020006,,,,,35.28169137000000,-109.2150948000000,24000,5,seconds,Interpolated from MAP.,NAD83,5970.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351707109161001,18 125-01.10X14.80,Well,,15020007,,,,,35.28530216000000,-109.2700969000000,24000,1,minutes,Interpolated from MAP.,NAD83,6180.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,,135,ft,135,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351727109125001,18 124-12.10X14.50,Well,,15020006,,,,,35.29085787000000,-109.2145393000000,24000,1,minutes,Interpolated from MAP.,NAD83,6020.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351729109152601,18 125-00.41X14.41,Well,,15020007,,,,,35.29141329000000,-109.2578740000000,24000,5,seconds,Interpolated from MAP.,NAD83,6165.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,,,204,ft,204,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351746109382201,17 126-07.90X14.10,Well,,15020009,,,,,35.29613100000000,-109.6401130000000,24000,1,minutes,Interpolated from MAP.,NAD83,5835.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,19690512,138,ft,138,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351750109132401,18 124-12.65X14.05,Well,,15020006,,,,,35.29724660000000,-109.2239840000000,24000,1,minutes,Interpolated from MAP.,NAD83,6080.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19540913,106,ft,106,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351750113014001,B-22-07 08DDD,Well,,15060201,,,,,35.29722734000000,-113.0285222000000,24000,1,seconds,Interpolated from MAP.,NAD83,5540.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Tapeats Sandstone,Confined single aquifer,19690623,1004,ft,1004,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351751109130701,18 124-12.38X14.06,Well,,15020006,,,,,35.29752440000000,-109.2192617000000,24000,1,seconds,Interpolated from MAP.,NAD83,6005.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19590821,76.5,ft,76.5,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351756109381701,17 126-07.87X13.90,Well,,15020009,,,,,35.29890876000000,-109.6387240000000,24000,1,seconds,Interpolated from MAP.,NAD83,5830.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,,80.0,ft,80.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351807109132601,18 124-12.70X13.75,Well,,15020006,,,,,35.30196877000000,-109.2245396000000,24000,1,minutes,Interpolated from MAP.,NAD83,6100.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19541022,122,ft,122,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351810109055301,18 124-05.56X13.70,Well,,15020006,,,,,35.30280227000000,-109.0987025000000,24000,1,seconds,Interpolated from MAP.,NAD83,6090.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19570618,108,ft,108,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351827109243101,17 125-08.96X13.28,Well,,15020007,,,,,35.30752245000000,-109.4092706000000,24000,1,seconds,Interpolated from MAP.,NAD83,6218.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,Unconfined single aquifer,19530220,323,ft,323,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351843109182401,18 125-03.22X12.99,Well,,15020007,,,,,35.31196790000000,-109.3073210000000,24000,1,seconds,Interpolated from MAP.,NAD83,6456.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,120,ft,120,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351858109031601,18 124-03.09X12.73,Well,,15020006,,,,,35.31613547000000,-109.0550902000000,24000,1,seconds,Interpolated from MAP.,NAD83,6185.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19670612,124,ft,124,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351858109031701,A-22-31 09DDB1,Well,,15020006,,,,,35.31613547000000,-109.0553680000000,24000,5,seconds,Interpolated from MAP.,NAD83,6185.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,102,ft,102,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351933109041701,A-22-31 08AAD1,"Subsurface: Tunnel, shaft, or mine",,15020006,,,,,35.32585750000000,-109.0720353000000,24000,1,seconds,Interpolated from MAP.,NAD83,6105.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,10.1,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351935109211101,17 125-05.83X11.97,Well,,15020007,,,,,35.32641160000000,-109.3537120000000,24000,1,seconds,Interpolated from MAP.,NAD83,6420.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Supai Formation,Unconfined single aquifer,19350422,567,ft,567,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351937109361401,17 126-05.90X11.95,Well,,15020009,,,,,35.32696420000000,-109.6045557000000,24000,1,minutes,Interpolated from MAP.,NAD83,5905.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,1933,140,ft,140,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351952109414301,17 126-11.07X11.65,Well,,15020009,,,,,35.33112965000000,-109.6959474000000,24000,1,seconds,Interpolated from MAP.,NAD83,6014.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19690513,1741,ft,1741,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352002109041301,18 124-03.98X11.54,Well,,15020006,,,,,35.33391296000000,-109.0709242000000,24000,1,seconds,Interpolated from MAP.,NAD83,6150.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,19691209,450,ft,450,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352015109345801,17 126-04.70X11.20,Well,,15020009,,,,,35.33751986000000,-109.5834437000000,24000,1,minutes,Interpolated from MAP.,NAD83,5935.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,,1020,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352027109042101,18 124-04.12X11.07,Well,,15020006,,,,,35.34085729000000,-109.0731465000000,24000,1,minutes,Interpolated from MAP.,NAD83,6158.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,,19580930,192,ft,192,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352049109033201,18 124-03.33X10.64,Well,,15020006,,,,,35.34696835000000,-109.0595350000000,24000,1,minutes,Interpolated from MAP.,NAD83,6160.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352059109025901,18 124-02.83X10.42,Well,,15020006,,,,,35.34974610000000,-109.0503682000000,24000,10,seconds,Interpolated from MAP.,NAD83,6160.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,170,ft,170,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352107109035201,18 124-03.65X10.30,Well,,15020006,,,,,35.35196826000000,-109.0650908000000,24000,1,minutes,Interpolated from MAP.,NAD83,6225.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1949,55,ft,55,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352111109041401,18 124-04.00X10.20,Well,,15020006,,,,,35.35307934000000,-109.0712020000000,24000,1,minutes,Interpolated from MAP.,NAD83,6310.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,35,ft,35,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352119109031601,A-23-31 33AAB,Well,,15020006,,,,,35.35530157000000,-109.0550906000000,24000,1,seconds,Interpolated from MAP.,NAD83,6190.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19741011,100,ft,100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352217109315201,17 126-01.75X08.90,Well,,15020009,,,,,35.37140880000000,-109.5317748000000,24000,1,minutes,Interpolated from MAP.,NAD83,6025.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,Unconfined single aquifer,19361001,131,ft,131,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352224113175701,B-23-10 14DCC1,Well,,15030201,,,,,35.37333250000000,-113.2999280000000,24000,5,seconds,Interpolated from MAP.,NAD83,5509.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,1097,ft,1104,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352252109210401,17 125-05.72X08.22,Well,,15020009,,,,,35.38113284000000,-109.3517672000000,24000,1,seconds,Interpolated from MAP.,NAD83,6704.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined multiple aquifer,193506,524,ft,524,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352418109371301,17 126-06.80X06.56,Well,,15020009,,,,,35.40501810000000,-109.6209436000000,24000,1,seconds,Interpolated from MAP.,NAD83,6175.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1938,150,ft,150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352422109164801,17 125-01.69X06.47,Well,,15020006,,,,,35.40613310000000,-109.2806530000000,24000,1,minutes,Interpolated from MAP.,NAD83,6970.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,,,328,ft,328,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352432109170801,17 125-02.00X06.30,Well,,15020006,,,,,35.40891079000000,-109.2862088000000,24000,1,minutes,Interpolated from MAP.,NAD83,7005.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19540410,448,ft,448,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352433109172401,17 125-02.26X06.25,Well,,15020006,,,,,35.40918850000000,-109.2906534000000,24000,1,seconds,Interpolated from MAP.,NAD83,7016.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19541001,404,ft,404,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352450109170001,17 125-01.87X05.93,Well,,15020006,,,,,35.41391070000000,-109.2839864000000,24000,1,seconds,Interpolated from MAP.,NAD83,7024.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined multiple aquifer,19531223,546,ft,546,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352458109301101,17 126-00.17X05.80,Well,,15020009,,,,,35.41613060000000,-109.5037174000000,24000,10,seconds,Interpolated from MAP.,NAD83,6184.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,Confined single aquifer,194002,105,ft,105,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352501109301401,17 126-00.22X05.74,Well,,15020009,,,,,35.41696390000000,-109.5045508000000,24000,10,seconds,Interpolated from MAP.,NAD83,6190.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Shinarump Member of Chinle Formation,Confined multiple aquifers,19660612,325,ft,325,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352502109384602,17 126-08.30X05.72-2,Well,,15020009,,,,,35.41723978000000,-109.6467775000000,24000,1,seconds,Interpolated from MAP.,NAD83,6493.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19690330,678,ft,678,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352720109411801,17 126-10.66X03.07,Well,,15020011,,,,,35.45557180000000,-109.6890003000000,24000,1,minutes,Interpolated from MAP.,NAD83,6245.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,Unconfined single aquifer,19350327,238,ft,238,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352730113081001,B-24-08 17DCD1,Well,,15060201,,,,,35.45888534000000,-113.1396434000000,24000,1,seconds,Interpolated from MAP.,NAD83,5250.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Muav Limestone,Unconfined multiple aquifer,192403,1788,ft,1788,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352730113081002,B-24-08 17DCD2,Well,,15060201,,,,,35.45916310000000,-113.1407545000000,24000,5,seconds,Interpolated from MAP.,NAD83,5250.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Muav Limestone,,19390715,1750,ft,1750,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352759109444101,17 126-13.84X02.32,Well,,15020011,,,,,35.46640419000000,-109.7453907000000,24000,1,seconds,Interpolated from MAP.,NAD83,6266.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,Unconfined single aquifer,19350314,411,ft,411,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352852109134301,18 124-12.95X01.30,Well,,15020006,,,,,35.48113214000000,-109.2292625000000,24000,1,seconds,Interpolated from MAP.,NAD83,7160.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,,19670629,588,ft,588,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352955109315801,17 126-01.86X00.08,Well,,15020009,,,,,35.49862870000000,-109.5334389000000,24000,1,seconds,Interpolated from MAP.,NAD83,6461.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19640207,1020,ft,1020,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-353006109313501,17 110-01.50X17.24,Well,,15020009,,,,,35.50168430000000,-109.5270498000000,24000,1,seconds,Interpolated from MAP.,NAD83,6400.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19700826,1150,ft,1150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-353013109343401,17 110-04.30X17.08,Well,,15020011,,,,,35.50362800000000,-109.5767736000000,24000,1,seconds,Interpolated from MAP.,NAD83,6601.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,De Chelly Sandstone,Unconfined single aquifer,19530713,1838,ft,1838,ft,NWIS
